userId,createdAt,age_at_signup,mobile_provider,mobile_plan,danaVerifiedAccount,gps_closest_center,gps_distance_to_center,verify.emergencyContact.passed,verify.applicant.passed,defaultPayment,detail.gender,detail.birthplace,detail.penghasilan_band,detail.pendidikan,detail.pekerjaan,detail.industri,npwp_provided,statistics.statisticCustomerInfo.1-7d,statistics.statisticCustomerInfo.1-14d,statistics.statisticCustomerInfo.1-21d,statistics.statisticCustomerInfo.1-30d,statistics.statisticCustomerInfo.1-60d,statistics.statisticCustomerInfo.1-90d,NO_QUERY_RECORD,blacklist,defaulted
5d8cb81b67cef369fdde81fa,2019-09-26 20:07:39.555000+07:00,29,Telkomsel,"SimPATI, KartuHALO",TRUE,Bandung,6.904058143,TRUE,TRUE,dana,m,Medan ,5000001 - 10.000.000 IDR,sma,swasta,industri20,TRUE,0,0,0,0,0,0,FALSE,FALSE,FALSE
5d8c62e367cef369fdde8141,2019-09-26 14:04:03.081000+07:00,24,Telkomsel,"SimPATI, KartuHALO",TRUE,Greater Jakarta,2.409970624,TRUE,TRUE,dana,m,Jakarta,5000001 - 10.000.000 IDR,d3,swasta,industri20,TRUE,1,1,1,1,2,2,FALSE,TRUE,FALSE
5d8c43cd67cef369fdde80fc,2019-09-26 11:51:25.758000+07:00,22,Telkomsel,"SimPATI, KartuHALO",TRUE,West Jakarta,6.940829422,TRUE,TRUE,dana,m,Jakarta,5000001 - 10.000.000 IDR,sma,swasta,industri6,TRUE,0,0,0,0,0,0,FALSE,FALSE,FALSE
5d8c3d8267cef369fdde80ec,2019-09-26 11:24:34.877000+07:00,26,Telkomsel,"SimPATI, KartuHALO",TRUE,Surabaya,9.555057732,TRUE,TRUE,dana,m,Surabaya,< 5.000.000 IDR,s1,finance,industri13,TRUE,1,1,1,8,10,11,FALSE,FALSE,FALSE
5d8c3cc267cef369fdde80ea,2019-09-26 11:21:22.856000+07:00,31,Axiata,XL Prabayar/Pascabayar,TRUE,Greater Jakarta,2.410377872,TRUE,TRUE,card,m,Banda aceh,15.000.001 - 20.000.000 IDR,s1,swasta,industri24,TRUE,15,19,20,22,22,22,FALSE,FALSE,FALSE
5d8c348667cef369fdde80db,2019-09-26 10:46:14.938000+07:00,24,,,TRUE,South Jakarta,2.488665151,TRUE,TRUE,dana,m,BUKITTINGGI,< 5.000.000 IDR,s1,swasta,industri17,TRUE,0,0,0,0,0,0,TRUE,FALSE,FALSE
5d8c2c3067cef369fdde80bc,2019-09-26 10:10:40.734000+07:00,22,Telkomsel,"SimPATI, KartuHALO",TRUE,Surabaya,1.20191908,FALSE,TRUE,dana,f,Tulungagung,< 5.000.000 IDR,s1,information-technology,industri23,FALSE,0,0,0,0,0,0,FALSE,FALSE,FALSE
5d8c026267cef369fdde8073,2019-09-26 07:12:18.505000+07:00,34,Telkomsel,KartuHALO,FALSE,West Jakarta,5.170791175,FALSE,TRUE,card,m,Jakarta,> 20.000.001,s3,business-analyst,industri22,TRUE,3,3,4,5,6,7,FALSE,FALSE,TRUE
5d8bf96a67cef369fdde806a,2019-09-26 06:34:02.472000+07:00,25,Axiata,XL Prabayar/Pascabayar,TRUE,South Tangerang,5.958662083,FALSE,FALSE,dana,f,Jakarta,10.000.001 - 15.000.000 IDR,s1,human-resources,industri18,TRUE,0,0,0,0,0,0,TRUE,FALSE,FALSE
5d8b69c667cef369fdde7fd7,2019-09-25 20:21:10.712000+07:00,24,,,TRUE,Bandung,3.598489339,FALSE,FALSE,dana,m,Purwakarta,< 5.000.000 IDR,s1,administrative,industri19,TRUE,0,1,1,1,2,2,FALSE,FALSE,FALSE
5d8b374b67cef369fdde7f6b,2019-09-25 16:45:47.719000+07:00,36,Telkomsel,"SimPATI, KartuHALO",TRUE,Bandung,3.21521875,TRUE,TRUE,dana,m,Bandung,< 5.000.000 IDR,sma,wiraswasta,industri20,TRUE,0,0,0,0,0,0,FALSE,FALSE,FALSE
5d8ae87c67cef369fdde7eaa,2019-09-25 11:09:32.880000+07:00,22,Telkomsel,"SimPATI, KartuHALO",TRUE,Medan,474.3117555,TRUE,TRUE,card,m,Payakumbuh,< 5.000.000 IDR,sma,sales,industri18,TRUE,0,0,0,2,3,4,FALSE,FALSE,FALSE
5d8ab49c67cef369fdde7e39,2019-09-25 07:28:12.734000+07:00,23,Indosat,IM3,TRUE,West Jakarta,3.659868345,TRUE,TRUE,dana,f,Jakarta,5000001 - 10.000.000 IDR,sma,swasta,industri15,TRUE,4,8,13,17,24,33,FALSE,FALSE,FALSE
5d8a6cca67cef369fdde7e09,2019-09-25 02:21:46.163000+07:00,24,Axiata,XL Prabayar,TRUE,Bekasi,11.93121054,FALSE,TRUE,dana,m,Cimahi,< 5.000.000 IDR,s1,swasta,industri17,TRUE,0,0,0,0,1,1,FALSE,FALSE,FALSE
5d89ff3267cef369fdde7d51,2019-09-24 18:34:10.563000+07:00,25,Indosat,"Mentari, Matrix",TRUE,South Tangerang,26.37074375,TRUE,TRUE,dana,m,Malang,5000001 - 10.000.000 IDR,d3,freelancer,industri6,TRUE,0,0,0,0,1,1,FALSE,FALSE,
5d89f7fd67cef369fdde7d36,2019-09-24 18:03:25.189000+07:00,25,,,TRUE,Surabaya,5.853287719,FALSE,TRUE,dana,f,Gresik,5000001 - 10.000.000 IDR,s1,swasta,industri22,TRUE,0,0,0,0,0,0,TRUE,FALSE,FALSE
5d89ba9767cef369fdde7c9e,2019-09-24 13:41:27.953000+07:00,27,Telkomsel,"SimPATI, KartuHALO",TRUE,Tangerang,7.312375573,FALSE,TRUE,dana,m,Jakarta,10.000.001 - 15.000.000 IDR,s1,information-technology,industri8,TRUE,0,0,0,0,0,0,TRUE,FALSE,FALSE
5d89b98d67cef369fdde7c98,2019-09-24 13:37:01.661000+07:00,24,Indosat,IM3,TRUE,Surabaya,28.85996376,FALSE,TRUE,dana,m,gresik,5000001 - 10.000.000 IDR,s1,swasta,industri22,TRUE,0,0,0,0,1,1,FALSE,FALSE,
5d89091634bc113ac39c0c24,2019-09-24 01:04:06.470000+07:00,34,Telkomsel,SimPATI,TRUE,Greater Jakarta,2.870996618,FALSE,FALSE,dana,m,Manado,10.000.001 - 15.000.000 IDR,,,,TRUE,1,5,5,9,24,29,FALSE,FALSE,FALSE
5d88d60434bc113ac39c0bcd,2019-09-23 21:26:12.857000+07:00,31,Telkomsel,"SimPATI, KartuHALO",TRUE,West Jakarta,5.80843032,TRUE,TRUE,dana,m,Jakarta,5000001 - 10.000.000 IDR,s2,swasta,industri22,TRUE,0,0,0,0,0,0,FALSE,FALSE,FALSE
5d88cd2e34bc113ac39c0bbd,2019-09-23 20:48:30.597000+07:00,21,Telkomsel,"SimPATI, KartuHALO",TRUE,Bandung,41.6982406,TRUE,TRUE,dana,f,Subang,< 5.000.000 IDR,sma,swasta,industri15,TRUE,0,0,0,0,0,0,TRUE,FALSE,FALSE
5d88a4c234bc113ac39c0b5a,2019-09-23 17:56:02.571000+07:00,23,Axiata,XL Prabayar,TRUE,Bandung,5.713631099,FALSE,FALSE,dana,m,Bandung,< 5.000.000 IDR,sma,swasta,industri22,TRUE,0,1,1,1,1,3,FALSE,FALSE,FALSE
5d888d7f34bc113ac39c0b1b,2019-09-23 16:16:47.582000+07:00,23,Telkomsel,"SimPATI, KartuHALO",TRUE,Bandung,4.163848183,FALSE,TRUE,dana,m,Bandung,< 5.000.000 IDR,sma,swasta,industri20,TRUE,0,0,0,1,1,1,FALSE,FALSE,FALSE
5d886c8b34bc113ac39c0ac7,2019-09-23 13:56:11.930000+07:00,29,,,TRUE,South Tangerang,38.41495341,FALSE,TRUE,dana,m,Bogor,10.000.001 - 15.000.000 IDR,s1,wiraswasta,industri20,TRUE,0,0,0,0,0,0,FALSE,FALSE,FALSE
5d884f1534bc113ac39c0a76,2019-09-23 11:50:29.884000+07:00,31,Telkomsel,"SimPATI, KartuHALO",TRUE,East Jakarta,3.247533501,FALSE,TRUE,dana,m,Jakarta,10.000.001 - 15.000.000 IDR,s1,bumn,industri14,TRUE,0,0,0,0,0,0,TRUE,FALSE,FALSE
5d88084634bc113ac39c09f5,2019-09-23 06:48:22.329000+07:00,27,Telkomsel,"SimPATI, KartuHALO",TRUE,Medan,8.212644507,FALSE,FALSE,dana,m,Medan,< 5.000.000 IDR,s2,bumn,industri22,TRUE,0,0,0,0,0,0,TRUE,FALSE,FALSE
5d8789fe34bc113ac39c098f,2019-09-22 21:49:34.599000+07:00,26,Telkomsel,"SimPATI, KartuHALO",TRUE,Bandung,5.76770299,FALSE,FALSE,dana,m,Bandung,5000001 - 10.000.000 IDR,s1,negeri,industri8,TRUE,0,0,0,0,0,0,FALSE,FALSE,
5d875dba34bc113ac39c0954,2019-09-22 18:40:42.008000+07:00,28,Telkomsel,KartuHALO,FALSE,South Tangerang,2.881068947,FALSE,TRUE,card,f,Bekasi,5000001 - 10.000.000 IDR,s1,swasta,industri16,TRUE,0,0,0,0,0,0,TRUE,FALSE,FALSE
5d8735eb34bc113ac39c090b,2019-09-22 15:50:51.933000+07:00,21,,,TRUE,Bekasi,15.15118873,FALSE,TRUE,dana,f,Bogor,10.000.001 - 15.000.000 IDR,sma,wiraswasta,industri20,TRUE,0,0,0,0,2,10,FALSE,FALSE,TRUE
5d87113b34bc113ac39c08bf,2019-09-22 13:14:19.269000+07:00,32,Telkomsel,Kartu As,TRUE,Medan,1.880682157,FALSE,TRUE,dana,m,Medan,5000001 - 10.000.000 IDR,s1,swasta,industri3,TRUE,0,4,4,4,7,8,FALSE,FALSE,FALSE
5d86de4734bc113ac39c084c,2019-09-22 09:36:55.561000+07:00,26,,,TRUE,Medan,233.6813033,FALSE,TRUE,dana,m,Lhokesumawe,5000001 - 10.000.000 IDR,s1,swasta,industri14,TRUE,0,0,2,2,2,2,FALSE,FALSE,FALSE
5d86c12634bc113ac39c082b,2019-09-22 07:32:38.377000+07:00,34,Axiata,XL Prabayar/Pascabayar,TRUE,East Jakarta,3.575842377,FALSE,TRUE,dana,m,Jakarta,5000001 - 10.000.000 IDR,s1,swasta,industri20,TRUE,0,0,0,0,1,1,FALSE,TRUE,
5d86b55434bc113ac39c081e,2019-09-22 06:42:12.468000+07:00,28,Telkomsel,"SimPATI, KartuHALO",TRUE,Balikpapan,931.7607826,FALSE,TRUE,dana,m,Jakarta,10.000.001 - 15.000.000 IDR,s2,finance,industri11,TRUE,0,0,0,0,0,0,FALSE,FALSE,FALSE
5d86ac3d34bc113ac39c0815,2019-09-22 06:03:25.732000+07:00,29,Axiata,XL Prabayar,TRUE,South Jakarta,2.818443886,FALSE,TRUE,dana,f,Sumedang,5000001 - 10.000.000 IDR,s1,swasta,industri18,TRUE,0,0,0,0,0,0,TRUE,FALSE,FALSE
5d864aaf34bc113ac39c07c4,2019-09-21 23:07:11.010000+07:00,27,,,TRUE,Surabaya,10.45998238,FALSE,TRUE,card,f,Surabaya,5000001 - 10.000.000 IDR,d3,swasta,industri24,TRUE,0,0,1,1,2,2,FALSE,TRUE,FALSE
5d86219a34bc113ac39c0792,2019-09-21 20:11:54.233000+07:00,16,,,TRUE,Greater Jakarta,3.656323206,FALSE,TRUE,dana,m,Cimahi,< 5.000.000 IDR,sma,swasta,industri15,TRUE,0,0,0,0,0,0,FALSE,FALSE,TRUE
5d85dbc934bc113ac39c071e,2019-09-21 15:14:01.295000+07:00,32,Axiata,XL Prabayar/Pascabayar,TRUE,West Jakarta,4.6213439,FALSE,TRUE,card,m,Jakarta,5000001 - 10.000.000 IDR,d3,swasta,industri13,TRUE,0,1,1,1,1,1,FALSE,FALSE,FALSE
5d85d3af34bc113ac39c0702,2019-09-21 14:39:27.513000+07:00,21,Natrindo Telepon Seluler,Axis,TRUE,Tangerang,34.34023024,FALSE,TRUE,dana,f,Lebak,< 5.000.000 IDR,sma,swasta,industri20,TRUE,0,0,0,0,0,0,TRUE,FALSE,
5d85d29334bc113ac39c0700,2019-09-21 14:34:43.176000+07:00,34,Axiata,XL Prabayar,TRUE,Balikpapan,193.3207939,FALSE,TRUE,dana,m,Palembang,5000001 - 10.000.000 IDR,sma,swasta,industri18,TRUE,0,0,0,0,0,0,FALSE,FALSE,FALSE
5d85ca8d34bc113ac39c06ec,2019-09-21 14:00:29.541000+07:00,25,Indosat,IM3,TRUE,Bandung,3.688711944,FALSE,TRUE,dana,f,Bandung,< 5.000.000 IDR,sma,finance,industri18,TRUE,0,0,0,0,0,0,FALSE,FALSE,FALSE
5d85b4dd2ac1a664ec8da0a7,2019-09-21 12:27:57.740000+07:00,26,Telkomsel,Kartu As,TRUE,Palembang,1.499718532,TRUE,TRUE,dana,m,Perawang,5000001 - 10.000.000 IDR,s1,swasta,industri24,TRUE,1,1,2,3,3,4,FALSE,FALSE,TRUE
5d8590cf2ac1a664ec8da055,2019-09-21 09:54:07.208000+07:00,37,Axiata,XL Prabayar,TRUE,Bandung,4.588781098,FALSE,FALSE,dana,m,Kota bandung,5000001 - 10.000.000 IDR,sma,swasta,industri18,TRUE,24,37,52,61,69,78,FALSE,FALSE,
5d84f11e2ac1a664ec8d9f93,2019-09-20 22:32:46.494000+07:00,41,Telkomsel,"SimPATI, KartuHALO",TRUE,South Jakarta,3.217569467,FALSE,FALSE,dana,m,Destriansjah,5000001 - 10.000.000 IDR,s1,art-creative,industri7,TRUE,0,0,0,0,0,0,TRUE,FALSE,FALSE
5d84d7722ac1a664ec8d9f53,2019-09-20 20:43:14.789000+07:00,23,Axiata,XL Prabayar,TRUE,Bandung,105.4877057,FALSE,FALSE,dana,f,Cirebon,< 5.000.000 IDR,sma,swasta,industri18,TRUE,4,6,6,6,9,12,FALSE,FALSE,TRUE
5d8491922ac1a664ec8d9ec1,2019-09-20 15:45:06.869000+07:00,21,Axiata,XL Prabayar/Pascabayar,TRUE,South Jakarta,12.64032229,FALSE,FALSE,dana,f,Semarang,5000001 - 10.000.000 IDR,sma,operation,industri20,TRUE,0,0,0,0,0,0,FALSE,TRUE,FALSE
5d8469a22ac1a664ec8d9e60,2019-09-20 12:54:42.502000+07:00,33,Telkomsel,"SimPATI, KartuHALO",TRUE,Bandung,4.439810235,FALSE,FALSE,dana,m,Bandung,10.000.001 - 15.000.000 IDR,s1,negeri,industri16,TRUE,0,0,0,0,0,0,TRUE,FALSE,FALSE
5d8403822ac1a664ec8d9d80,2019-09-20 05:38:58.956000+07:00,28,Three,3,TRUE,Bandung,52.03030385,TRUE,TRUE,dana,m,Bandung,5000001 - 10.000.000 IDR,d3,bumn,industri15,TRUE,0,2,10,27,35,38,FALSE,FALSE,TRUE
5d83864a2ac1a664ec8d9ceb,2019-09-19 20:44:42.827000+07:00,23,Telkomsel,KartuHALO,TRUE,Tangerang,7.934340002,TRUE,TRUE,dana,m,Jakarta,5000001 - 10.000.000 IDR,s1,swasta,industri24,TRUE,0,0,0,0,0,0,FALSE,FALSE,FALSE
5d8356222ac1a664ec8d9c56,2019-09-19 17:19:14.977000+07:00,24,Telkomsel,"SimPATI, KartuHALO",TRUE,Palembang,290.3311131,TRUE,TRUE,dana,f,Lampung tengah ,< 5.000.000 IDR,sma,marketing,industri24,TRUE,0,0,0,0,0,0,FALSE,TRUE,
5d8350e32ac1a664ec8d9c46,2019-09-19 16:56:51.416000+07:00,23,Telkomsel,"SimPATI, KartuHALO",TRUE,Bandung,8.399298986,TRUE,TRUE,dana,m,Bandung,< 5.000.000 IDR,s1,swasta,industri18,TRUE,0,0,0,0,0,0,FALSE,TRUE,
5d834cb82ac1a664ec8d9c36,2019-09-19 16:39:04.392000+07:00,28,Three,3,TRUE,Palembang,8.926121144,FALSE,TRUE,dana,m,Palembang,5000001 - 10.000.000 IDR,s1,swasta,industri18,TRUE,0,6,10,26,60,72,FALSE,FALSE,
5d834a5b2ac1a664ec8d9c1f,2019-09-19 16:28:59.192000+07:00,28,Telkomsel,"SimPATI, KartuHALO",TRUE,Djogja,149.4910884,FALSE,TRUE,card,m,Jakarta,10.000.001 - 15.000.000 IDR,s1,swasta,industri23,TRUE,0,0,0,0,0,0,FALSE,FALSE,FALSE
5d833b452ac1a664ec8d9bfc,2019-09-19 15:24:37.101000+07:00,34,Three,3,TRUE,Greater Jakarta,3.159833581,FALSE,FALSE,dana,f,Jakarta,5000001 - 10.000.000 IDR,sma,swasta,industri18,TRUE,0,1,1,1,1,3,FALSE,TRUE,
5d822ff02ac1a664ec8d9a0e,2019-09-18 20:24:00.441000+07:00,21,Natrindo Telepon Seluler,Axis,TRUE,South Tangerang,9.584045029,FALSE,TRUE,dana,m,Tangerang,< 5.000.000 IDR,sma,swasta,industri18,TRUE,0,0,0,0,0,0,TRUE,FALSE,FALSE
5d81e69a2ac1a664ec8d9955,2019-09-18 15:11:06.046000+07:00,29,Three,3,TRUE,Bandung,7.166504592,FALSE,TRUE,dana,m,Bandung,5000001 - 10.000.000 IDR,sma,swasta,industri18,TRUE,5,8,8,12,15,20,FALSE,TRUE,
5d81e5412ac1a664ec8d9951,2019-09-18 15:05:21.457000+07:00,33,Telkomsel,KartuHALO,TRUE,Greater Jakarta,2.340629957,FALSE,TRUE,dana,m,Rantau Prapat,10.000.001 - 15.000.000 IDR,s1,operation,industri21,TRUE,0,0,0,2,2,2,FALSE,FALSE,FALSE
5d817cbc2ac1a664ec8d98b5,2019-09-18 07:39:24.111000+07:00,27,Telkomsel,"SimPATI, KartuHALO",TRUE,South Jakarta,1.258680917,FALSE,FALSE,dana,m,Sukabumi ,10.000.001 - 15.000.000 IDR,s1,sales,industri20,TRUE,0,0,0,0,0,0,FALSE,FALSE,TRUE
5d80ecba2ac1a664ec8d984d,2019-09-17 21:24:58.316000+07:00,39,Telkomsel,KartuHALO,TRUE,South Jakarta,0.643111066,TRUE,TRUE,card,m,Tasikmalaya,15.000.001 - 20.000.000 IDR,s1,information-technology,industri23,TRUE,0,0,0,0,0,0,TRUE,FALSE,FALSE
5d80a1332ac1a664ec8d97ef,2019-09-17 16:02:43.467000+07:00,23,Telkomsel,"SimPATI, KartuHALO",TRUE,Makassar,19.89756811,TRUE,TRUE,dana,m,Majene,< 5.000.000 IDR,s1,negeri,industri13,TRUE,0,0,0,0,0,0,TRUE,FALSE,FALSE
5d808feb2ac1a664ec8d97de,2019-09-17 14:48:59.923000+07:00,25,Telkomsel,SimPATI,TRUE,Tangerang,233.4820671,TRUE,TRUE,card,m,Sumberejo,< 5.000.000 IDR,sma,freelancer,industri7,TRUE,0,0,0,0,0,0,FALSE,FALSE,FALSE
5d808d722ac1a664ec8d97db,2019-09-17 14:38:26.944000+07:00,20,Indosat,Mentari,TRUE,Bandung,6.557277906,FALSE,FALSE,dana,m,Selatpanjang,< 5.000.000 IDR,s1,freelancer,industri6,FALSE,0,0,0,0,0,0,TRUE,FALSE,FALSE
5d8073922ac1a664ec8d97ba,2019-09-17 12:48:02.661000+07:00,31,Three,3,TRUE,Bandung,47.74062064,FALSE,TRUE,dana,m,Karawang,5000001 - 10.000.000 IDR,d3,swasta,industri15,TRUE,2,9,11,12,14,14,FALSE,FALSE,FALSE
5d8073902ac1a664ec8d97b8,2019-09-17 12:48:00.310000+07:00,29,Three,3,TRUE,East Jakarta,2.099248365,FALSE,FALSE,dana,m,Palembang ,5000001 - 10.000.000 IDR,d3,swasta,industri16,TRUE,0,0,0,0,0,0,FALSE,FALSE,FALSE
5d8063c52ac1a664ec8d9769,2019-09-17 11:40:37.369000+07:00,28,Three,3,TRUE,Djogja,1.82715145,FALSE,TRUE,dana,m,YOGYAKARTA,< 5.000.000 IDR,sma,swasta,industri21,TRUE,0,0,0,0,0,0,TRUE,FALSE,FALSE
5d80503f2ac1a664ec8d9738,2019-09-17 10:17:19.875000+07:00,26,Indosat,IM3,TRUE,South Jakarta,4.239778883,FALSE,TRUE,dana,f,Jakarta,5000001 - 10.000.000 IDR,s1,swasta,industri22,TRUE,0,0,0,0,0,0,FALSE,FALSE,FALSE
5d7f7e3a5636f66e170019e1,2019-09-16 19:21:14.053000+07:00,24,Indosat,Mentari,TRUE,Greater Jakarta,1.01899196,FALSE,TRUE,dana,m,Bandung,5000001 - 10.000.000 IDR,s1,swasta,industri24,TRUE,0,0,0,0,0,0,TRUE,FALSE,FALSE
5d7f5fe95636f66e170019b4,2019-09-16 17:11:53.558000+07:00,26,Axiata,XL Prabayar,FALSE,South Jakarta,2.009312143,FALSE,TRUE,card,m,Tangerang,5000001 - 10.000.000 IDR,s1,swasta,industri23,TRUE,0,0,0,0,0,0,TRUE,FALSE,FALSE
5d7f45815636f66e17001979,2019-09-16 15:19:13.234000+07:00,28,Telkomsel,"SimPATI, KartuHALO",TRUE,Bandung,74.85840241,TRUE,TRUE,dana,m,Sukabumi,< 5.000.000 IDR,s1,legal,industri24,TRUE,0,0,0,0,0,0,TRUE,FALSE,FALSE
5d7f42115636f66e17001972,2019-09-16 15:04:33.772000+07:00,30,Telkomsel,"SimPATI, KartuHALO",TRUE,Bandung,2.362631985,TRUE,TRUE,dana,m,Bandung,10.000.001 - 15.000.000 IDR,s1,wiraswasta,industri18,TRUE,0,0,0,0,0,0,TRUE,FALSE,FALSE
5d7f390b5636f66e1700195a,2019-09-16 14:26:03.902000+07:00,25,Telkomsel,Kartu As,TRUE,Greater Jakarta,3.059132923,FALSE,TRUE,dana,f,Bondowoso,< 5.000.000 IDR,s1,swasta,industri15,TRUE,1,1,1,1,2,3,FALSE,FALSE,FALSE
